questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Quiz question: What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Ibeere ibeere: Kini LBW duro fun?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Tambayar tambayoyi: Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Ajụjụ ajụjụ: Gịnị ka LBW pụtara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
Quiz question: How long is a boxing round?,2 minutes,3 minutes,5 minutes,B,medium,Ìbéèrè ìbéèrè: Báwo ni ìgbá bọ́ọ̀lù ṣe gùn tó?,2 minutes,3 minutes,5 minutes,Tambayar Tambaya: Tsawon wane lokaci ne zagayen dambe?,2 minutes,3 minutes,5 minutes,Ajụjụ ajụjụ: Ogologo oge ole ka agba ọkpọ na-adị?,2 minutes,3 minutes,5 minutes
Sports trivia: How many balls are in a cricket over?,5,6,8,B,medium,Àwọn ohun tó ń ṣẹlẹ̀ sí eré ìdárayá: Àwọn bọ́ọ̀lù mélòó ló wà nínú eré cricket?,5,6,8,Takaitattun Labarai Game da Wasanni: Kwallaye nawa ne ake samu a wasan kurket?,5,6,8,Akụkọ egwuregwu: Bọọlụ ole dị na kriket?,5,6,8
Sports trivia: Who holds the record for most points in a single NBA game?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,C,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Ta ló gba àkọọ́lẹ̀ tó pọ̀ jùlọ nínú eré NBA kan?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Takaitattun Labarai Game da Wasanni: Wanene ke da tarihin samun mafi yawan maki a wasan NBA guda ɗaya?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Akụkọ gbasara egwuregwu: Ònye nwere ndekọ maka ọtụtụ akara n'otu egwuregwu NBA?,Kobe Bryant,Michael Jordan,Wilt Chamberlain
General sports: What is the highest individual score in Test cricket?,334,400,501,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni àmì ìdánwò ẹnìkọ̀ọ̀kan tó ga jùlọ nínú ìdánwò cricket?,334,400,501,Wasannin gabaɗaya: Menene mafi girman maki na mutum ɗaya a gwajin kurket?,334,400,501,Egwuregwu izugbe: Kedu akara kacha elu nke onye ọ bụla na ule cricket?,334,400,501
Quiz question: Which team won the 2023 NBA Championship?,Miami Heat,Denver Nuggets,Boston Celtics,B,medium,Ibeere ibeere: Egbe wo lo gba idije NBA ti odun 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Tambayar Tambaya: Wace ƙungiya ce ta lashe Gasar NBA ta 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Ajụjụ ajụjụ: Kedụ otu ndị meriri asọmpi NBA nke afọ 2023?,Miami Heat,Denver Nuggets,Boston Celtics
General sports: How many swimming strokes are there in competitive swimming?,3,4,5,B,medium,Àwọn eré ìdárayá gbogbogbò: Àwọn ìlù wíwẹ̀ mélòó ló wà nínú wíwẹ̀ ìdíje?,3,4,5,Wasannin gabaɗaya: Yawan bugun ninkaya nawa ne ake samu a cikin ninkaya mai gasa?,3,4,5,Egwuregwu izugbe: Olee otú e si egwu mmiri n'asọmpi igwu mmiri?,3,4,5
Sports trivia: What is the 100m world record?,9.48 seconds,9.58 seconds,9.69 seconds,B,medium,Àwọn ohun tó ń ṣẹlẹ̀ sí eré ìdárayá: Kí ni àkọsílẹ̀ àgbáyé fún ìdíje 100m?,9.48 seconds,9.58 seconds,9.69 seconds,Takaitattun Labarai Game da Wasanni: Menene tarihin duniya na tseren mita 100?,9.48 seconds,9.58 seconds,9.69 seconds,Akụkọ gbasara egwuregwu: Gịnị bụ ndekọ ụwa nke mita 100?,9.48 seconds,9.58 seconds,9.69 seconds
General sports: What is a 'hat trick' in hockey?,2 goals,3 goals,4 goals,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni 'ìtàn fìlà' nínú hókì?,2 goals,3 goals,4 goals,Wasannin gabaɗaya: Menene 'hat trick' a wasan hockey?,2 goals,3 goals,4 goals,Egwuregwu izugbe: Gịnị bụ 'ugboro okpu' na hockey?,2 goals,3 goals,4 goals
Quiz question: Which player has won the most NBA MVP awards?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,B,medium,Ibeere ibeere: Ewo lo ti gba ami eye NBA MVP to po ju?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Tambayar Tambaya: Wane ɗan wasa ne ya lashe mafi yawan kyaututtukan NBA MVP?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Ajụjụ ajụjụ: Kedụ onye egwuregwu meriri ihe nrite NBA MVP kachasị?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James
General sports: What is the 'haka'?,A rugby move,New Zealand war dance,A type of kick,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni 'haka'?,A rugby move,New Zealand war dance,A type of kick,Wasannin gabaɗaya: Menene 'haka'?,A rugby move,New Zealand war dance,A type of kick,Egwuregwu izugbe: Gịnị bụ 'haka'?,A rugby move,New Zealand war dance,A type of kick
Sports trivia: How many players are on a cricket team?,10,11,12,B,medium,Àwọn ohun tó ń fa àríyànjiyàn nípa eré ìdárayá: Àwọn òṣèré mélòó ló wà nínú ẹgbẹ́ cricket?,10,11,12,Takaitattun Labarai Game da Wasanni: 'Yan wasa nawa ne ke cikin ƙungiyar wasan kurket?,10,11,12,Akụkọ gbasara egwuregwu: Ndị egwuregwu ole nọ n'òtù egwuregwu kriket?,10,11,12
Quiz question: Which country won the 2023 Cricket World Cup?,India,Australia,England,B,medium,Ibeere ibeere: Orile-ede wo lo gba ife eye agbaye Cricket ti odun 2023?,India,Australia,England,Tambayar Tambaya: Wace ƙasa ce ta lashe gasar cin kofin duniya ta Cricket ta 2023?,India,Australia,England,Ajụjụ ajụjụ: Olee mba meriri iko mba ụwa nke 2023 Cricket?,India,Australia,England
General sports: What is the individual medley in swimming?,All 4 strokes,2 strokes,3 strokes,A,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni ìdàpọ̀ ẹnìkọ̀ọ̀kan nínú wíwẹ̀?,All 4 strokes,2 strokes,3 strokes,Wasannin gabaɗaya: Menene haɗin kai tsakanin mutum ɗaya a cikin ninkaya?,All 4 strokes,2 strokes,3 strokes,Egwuregwu izugbe: Gịnị bụ ngwakọta nke onye ọ bụla n'ime igwu mmiri?,All 4 strokes,2 strokes,3 strokes
Quiz question: Who has won the most Grand Slam titles in men's tennis?,Rafael Nadal,Novak Djokovic,Roger Federer,B,medium,Ibeere ibeere: Ta ni o ti gba awọn akọle Grand Slam julọ julọ ninu tẹnisi awọn ọkunrin?,Rafael Nadal,Novak Djokovic,Roger Federer,Tambayar tambayoyi: Wa ya lashe mafi yawan kambun Grand Slam a wasan tennis na maza?,Rafael Nadal,Novak Djokovic,Roger Federer,Ajụjụ ajụjụ: Ònye meriri ihe nrite Grand Slam kachasị na tenis ụmụ nwoke?,Rafael Nadal,Novak Djokovic,Roger Federer
General sports: How many points does an F1 race winner receive?,20,25,30,B,medium,Àwọn eré ìdárayá gbogbogbò: Àwọn àmì mélòó ni olùborí ìdíje F1 máa ń gbà?,20,25,30,Wasannin gabaɗaya: Maki nawa ne wanda ya lashe tseren F1 zai samu?,20,25,30,Egwuregwu izugbe: Isi ole ka onye meriri asọmpi F1 na-enweta?,20,25,30
Sports trivia: What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Kí ni LBW dúró fún?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Takaitattun Labarai Game da Wasanni: Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Akụkọ gbasara egwuregwu: Gịnị ka LBW pụtara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
Sports trivia: What is a 'try' worth in rugby union?,3 points,5 points,7 points,B,medium,Àwọn ohun tí ó jẹ́ òótọ́ nípa eré ìdárayá: Kí ni ó yẹ kí a gbìyànjú láti ṣe nínú ẹgbẹ́ rugby?,3 points,5 points,7 points,Takaitattun Labarai Kan Wasanni: Menene darajar 'gwada' a cikin ƙungiyar rugby?,3 points,5 points,7 points,Akụkọ egwuregwu: Gịnị ka 'ịnwale' bara na otu egwuregwu rugby?,3 points,5 points,7 points
General sports: What does NBA stand for?,National Basketball Association,North American Basketball Association,National Ball Association,A,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni NBA dúró fún?,National Basketball Association,North American Basketball Association,National Ball Association,Wasannin gabaɗaya: Menene ma'anar NBA?,National Basketball Association,North American Basketball Association,National Ball Association,Egwuregwu izugbe: Gịnị ka NBA pụtara?,National Basketball Association,North American Basketball Association,National Ball Association
Sports trivia: Who is 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Ta ni 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Takaitattun Labarai Game da Wasanni: Wanene 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Akụkọ gbasara egwuregwu: Ònye bụ 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
Sports trivia: What was Muhammad Ali's birth name?,Cassius Clay,Michael Clay,Robert Clay,A,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Kí ni orúkọ ìbí Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Takaitattun Labarai Kan Wasanni: Menene sunan haihuwar Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Akụkọ gbasara egwuregwu: Gịnị bụ aha ọmụmụ Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay
Quiz question: What is a 'birdie' in golf?,One over par,One under par,Two under par,B,medium,Ìbéèrè ìbéèrè: Kí ni 'birdie' nínú gọ́ọ̀fù?,One over par,One under par,Two under par,Tambayar Tambayoyi: Menene 'birdie' a golf?,One over par,One under par,Two under par,Ajụjụ ajụjụ: Gịnị bụ 'birdie' na gọlfụ?,One over par,One under par,Two under par
Quiz question: Who is Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,B,medium,Ìbéèrè ìbéèrè: Ta ni Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,Tambayar tambayoyi: Wanene Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,Ajụjụ ajụjụ: Ònye bụ Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter
Sports trivia: Which NBA team has won the most championships?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,B,medium,Àwọn ohun tó ń ṣẹlẹ̀ sí eré ìdárayá: Ẹgbẹ́ NBA wo ló ti gba àwọn ìdíje tó pọ̀ jù?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Takaitattun Labarai Game da Wasanni: Wace ƙungiyar NBA ce ta fi lashe gasar zakarun Turai?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Akụkọ gbasara egwuregwu: Kedụ otu NBA meriri ọtụtụ asọmpi?,Los Angeles Lakers,Boston Celtics,Chicago Bulls
General sports: Who is the most decorated Olympian of all time?,Usain Bolt,Michael Phelps,Carl Lewis,B,medium,Àwọn eré ìdárayá gbogbogbò: Ta ni adánilẹ́kọ̀ jùlọ ní gbogbo ìgbà?,Usain Bolt,Michael Phelps,Carl Lewis,Wasannin gabaɗaya: Wanene ɗan wasan Olympics mafi kyau a kowane lokaci?,Usain Bolt,Michael Phelps,Carl Lewis,Egwuregwu izugbe: Ònye bụ onye kacha mma n'egwuregwu Olympic n'oge niile?,Usain Bolt,Michael Phelps,Carl Lewis
General sports: What is the decathlon?,5 events,10 events,15 events,B,medium,Ere idaraya gbogbogbo: Kini decathlon?,5 events,10 events,15 events,Wasannin gabaɗaya: Menene decathlon?,5 events,10 events,15 events,Egwuregwu izugbe: Gịnị bụ decathlon?,5 events,10 events,15 events
General sports: What is the Ashes series between?,England vs India,England vs Australia,Australia vs India,B,medium,Awọn ere idaraya gbogbogbo: Kini jara Ashes laarin?,England vs India,England vs Australia,Australia vs India,Wasannin gabaɗaya: Menene tsakanin jerin Ashes?,England vs India,England vs Australia,Australia vs India,Egwuregwu izugbe: Kedu ihe dị n'etiti usoro Ashes?,England vs India,England vs Australia,Australia vs India
General sports: Where were the 2020 Olympics held?,Beijing,Tokyo,Paris,B,easy,Àwọn eré ìdárayá gbogbogbòò: Níbo ni wọ́n ti ṣe Olympic ọdún 2020?,Beijing,Tokyo,Paris,Wasannin gabaɗaya: Ina aka gudanar da gasar Olympics ta 2020?,Beijing,Tokyo,Paris,Egwuregwu izugbe: Ebee ka emere asọmpi Olympic nke afọ 2020?,Beijing,Tokyo,Paris
Sports trivia: In what year were the first modern Olympics?,1896,1900,1888,A,easy,Àwọn ohun tó ń ṣẹlẹ̀ sí eré ìdárayá: Ní ọdún wo ni wọ́n ṣe àwọn Olimpiiki òde òní àkọ́kọ́?,1896,1900,1888,Takaitattun Labarai Game da Wasanni: A wace shekara aka fara gasar Olympics ta zamani?,1896,1900,1888,Akụkọ gbasara egwuregwu: N'afọ ole ka emere asọmpi Olympic nke oge a?,1896,1900,1888
Sports trivia: How many rounds are in a professional boxing match?,10,12,15,B,medium,Àwọn ohun tí ó ń ṣẹlẹ̀ sí eré ìdárayá: Àwọn ìpele mélòó ló wà nínú ìdíje ìjà oníṣẹ́gun?,10,12,15,Takaitattun Labarai kan Wasanni: Zagaye nawa ne ake yi a gasar dambe ta ƙwararru?,10,12,15,Akụkọ egwuregwu: Agba ole dị n'egwuregwu ọkpọ ọkachamara?,10,12,15
Quiz question: Who holds the record for highest Test score?,Don Bradman,Brian Lara,Matthew Hayden,B,medium,Ìbéèrè ìbéèrè: Ta ló gba àkọọ́lẹ̀ fún àmì ìdánwò tó ga jùlọ?,Don Bradman,Brian Lara,Matthew Hayden,Tambayar Tambaya: Wanene ke da tarihin mafi girman maki a Jarrabawa?,Don Bradman,Brian Lara,Matthew Hayden,Ajụjụ ajụjụ: Ònye nwere ndekọ maka akara ule kachasị elu?,Don Bradman,Brian Lara,Matthew Hayden
General sports: What is the 'Octagon' in UFC?,A move,The fighting ring,A weight class,B,medium,Àwọn eré ìdárayá gbogbogbò: Kí ni 'Octagon' nínú UFC?,A move,The fighting ring,A weight class,Wasannin gabaɗaya: Menene 'Octagon' a cikin UFC?,A move,The fighting ring,A weight class,Egwuregwu izugbe: Gịnị bụ 'Octagon' na UFC?,A move,The fighting ring,A weight class
Quiz question: Which team has won the most World Series?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,B,medium,Ìbéèrè ìbéèrè: Ẹgbẹ́ wo ló ti gba gbogbo eré àgbáyé jùlọ?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Tambayar tambayoyi: Wace ƙungiya ce ta lashe gasar cin kofin duniya mafi yawa?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Ajụjụ ajụjụ: Kedụ otu egwuregwu meriri asọmpi ụwa kachasị?,Boston Red Sox,New York Yankees,Los Angeles Dodgers
General sports: Who holds the record for highest Test score?,Don Bradman,Brian Lara,Matthew Hayden,B,medium,Àwọn eré ìdárayá gbogbogbò: Ta ló gba àkọọ́lẹ̀ fún àmì ìdánwò tó ga jùlọ?,Don Bradman,Brian Lara,Matthew Hayden,Wasannin gabaɗaya: Wa ke riƙe da tarihin mafi girman maki a Jarrabawa?,Don Bradman,Brian Lara,Matthew Hayden,Egwuregwu izugbe: Ònye nwere ndekọ maka akara ule kachasị elu?,Don Bradman,Brian Lara,Matthew Hayden
Sports trivia: What color jersey does the Tour de France leader wear?,Green,Yellow,Red,B,medium,Àwọn ọ̀rọ̀ pàtàkì nípa eré ìdárayá: Àwọ̀ wo ni olórí Tour de France wọ̀?,Green,Yellow,Red,Takaitattun Labarai Game da Wasanni: Wace riga ce shugaban Tour de France ke sakawa?,Green,Yellow,Red,Akụkọ gbasara egwuregwu: Kedụ uwe agba onye ndu Tour de France na-eyi?,Green,Yellow,Red
Quiz question: How many players are on a rugby union team?,13,15,11,B,medium,Ibeere ibeere: Awọn oṣere melo ni o wa ninu ẹgbẹ ẹgbẹ rugby kan?,13,15,11,Tambayar Tambaya: 'Yan wasa nawa ne ke cikin ƙungiyar ƙungiyar ƙwallon ƙafa?,13,15,11,Ajụjụ ajụjụ: Ndị egwuregwu ole nọ n'òtù otu egwuregwu rugby?,13,15,11
Sports trivia: What is a 'submission' in MMA?,A knockout,Opponent taps out,Decision win,B,medium,Àwọn ohun tí ó jẹ́ òótọ́ nípa eré ìdárayá: Kí ni ‘ìtẹ̀lé’ nínú MMA?,A knockout,Opponent taps out,Decision win,Takaitattun Labarai Game da Wasanni: Menene 'miƙa wuya' a MMA?,A knockout,Opponent taps out,Decision win,Ihe gbasara egwuregwu: Gịnị bụ 'nrubeisi' na MMA?,A knockout,Opponent taps out,Decision win
General sports: What is the Tour de France?,Running race,Cycling race,Swimming competition,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni Tour de France?,Running race,Cycling race,Swimming competition,Wasannin gabaɗaya: Menene Tour de France?,Running race,Cycling race,Swimming competition,Egwuregwu izugbe: Gịnị bụ Tour de France?,Running race,Cycling race,Swimming competition
Quiz question: Which country dominates Olympic swimming?,Australia,USA,China,B,medium,Ibeere ibeere: Orile-ede wo lo n gba odo ni Olympic?,Australia,USA,China,Tambayar tambayoyi: Wace ƙasa ce ta mamaye gasar ninkaya ta Olympics?,Australia,USA,China,Ajụjụ ajụjụ: Olee mba kacha achị igwu mmiri n'egwuregwu Olympic?,Australia,USA,China
Sports trivia: How long is the Tour de France?,About 2 weeks,About 3 weeks,About 1 month,B,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Báwo ni Tour de France ṣe pẹ́ tó?,About 2 weeks,About 3 weeks,About 1 month,Takaitattun Labarai Kan Wasanni: Tsawon wane lokaci ne Tour de France zai ɗauka?,About 2 weeks,About 3 weeks,About 1 month,Akụkọ gbasara egwuregwu: Ogologo oge ole ka Tour de France dị?,About 2 weeks,About 3 weeks,About 1 month
Sports trivia: Who is considered the greatest boxer of all time?,Mike Tyson,Muhammad Ali,Floyd Mayweather,B,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Ta ni a kà sí afẹsẹ̀gbá tó dára jùlọ ní gbogbo ìgbà?,Mike Tyson,Muhammad Ali,Floyd Mayweather,Takaitattun Labarai Game da Wasanni: Wanene ake ɗauka a matsayin ɗan dambe mafi kyau a kowane lokaci?,Mike Tyson,Muhammad Ali,Floyd Mayweather,Akụkọ gbasara egwuregwu: Ònye ka a na-ewere dị ka onye ọkpọ ọkpọ kacha mma n'oge niile?,Mike Tyson,Muhammad Ali,Floyd Mayweather
General sports: What does DRS stand for in F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,A,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni DRS dúró fún nínú F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Wasannin gabaɗaya: Menene ma'anar DRS a cikin F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Egwuregwu izugbe: Gịnị ka DRS pụtara na F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System
Sports trivia: How many major championships are in golf?,3,4,5,B,medium,Àwọn ohun tí ó ń ṣẹlẹ̀ sí eré ìdárayá: Àwọn ìdíje pàtàkì mélòó ló wà ní gọ́ọ̀fù?,3,4,5,Takaitattun Labarai Game da Wasanni: Manyan Gasar Cin Kofin Golf Nawa Ne?,3,4,5,Akụkọ gbasara egwuregwu: Asọmpi ukwu ole dị na golf?,3,4,5
Sports trivia: How many runners in a 4x100m relay team?,3,4,5,B,medium,Àwọn ohun tí ó jẹ́ àròjinlẹ̀ nípa eré ìdárayá: Àwọn olùsáré mélòó ló wà nínú ẹgbẹ́ eré ìdárayá 4x100m?,3,4,5,Takaitattun Labarai Game da Wasanni: Nawa ne 'yan tsere a cikin ƙungiyar tseren mita 4x100?,3,4,5,Akụkọ gbasara egwuregwu: Ole ndị na-agba ọsọ n'ime otu egwuregwu relay 4x100m?,3,4,5
General sports: Which country won the 2023 Cricket World Cup?,India,Australia,England,B,medium,Àwọn eré ìdárayá gbogbogbò: Orílẹ̀-èdè wo ló gba ife ẹ̀yẹ àgbáyé Kiriketi ọdún 2023?,India,Australia,England,Wasannin gabaɗaya: Wace ƙasa ce ta lashe Kofin Duniya na Cricket na 2023?,India,Australia,England,Egwuregwu izugbe: Kedụ mba meriri iko mba ụwa nke kriket nke afọ 2023?,India,Australia,England
Sports trivia: What is the Olympic motto?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,A,easy,Àwọn ọ̀rọ̀ eré ìdárayá: Kí ni àkọlé Olympic?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,Takaitattun Labarai kan Wasanni: Menene taken Gasar Olympics?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,Akụkọ gbasara egwuregwu: Gịnị bụ echiche Olympic?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always
Quiz question: How many balls are in a cricket over?,5,6,8,B,medium,Ìbéèrè ìbéèrè: Àwọn bọ́ọ̀lù mélòó ló wà nínú eré cricket?,5,6,8,Tambayar Tambaya: Kwallaye nawa ne ake yi a wasan kurket?,5,6,8,Ajụjụ ajụjụ: Bọọlụ ole dị na krịket?,5,6,8
General sports: What color jersey does the Tour de France leader wear?,Green,Yellow,Red,B,medium,Àwọn eré ìdárayá gbogbogbò: Àwọ̀ wo ni olórí Tour de France wọ̀?,Green,Yellow,Red,Wasannin yau da kullun: Wace riga ce shugaban Tour de France ke sakawa?,Green,Yellow,Red,Egwuregwu izugbe: Kedụ uwe agba onye ndu Tour de France na-eyi?,Green,Yellow,Red
General sports: What is a 'peloton' in cycling?,A type of bike,Main group of riders,A race stage,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni 'peloton' nínú gígun kẹ̀kẹ́?,A type of bike,Main group of riders,A race stage,Wasannin gabaɗaya: Menene 'peloton' a cikin keke?,A type of bike,Main group of riders,A race stage,Egwuregwu izugbe: Gịnị bụ 'peloton' n'ịgba ígwè?,A type of bike,Main group of riders,A race stage
General sports: How many F1 World Championships has Lewis Hamilton won?,5,6,7,C,medium,Àwọn eré ìdárayá gbogbogbò: Àwọn F1 World Championships mélòó ni Lewis Hamilton ti gbà?,5,6,7,Wasannin gabaɗaya: Gasar cin kofin duniya ta F1 nawa Lewis Hamilton ya lashe?,5,6,7,Egwuregwu izugbe: Ego ole ka Lewis Hamilton meriri na asọmpi F1 nke ụwa?,5,6,7
General sports: What is a 'knockout' in boxing?,Winning by points,Opponent can't continue after count,Referee stops fight,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni “ìkọlù” nínú ìjà?,Winning by points,Opponent can't continue after count,Referee stops fight,Wasannin gabaɗaya: Menene 'ƙwanƙwasa' a dambe?,Winning by points,Opponent can't continue after count,Referee stops fight,Egwuregwu izugbe: Gịnị bụ 'ịkụ ọkpọ' n'egwuregwu ọkpọ?,Winning by points,Opponent can't continue after count,Referee stops fight
Quiz question: What surface is Wimbledon played on?,Clay,Grass,Hard court,B,medium,Ìbéèrè ìbéèrè: Ilẹ̀ wo ni wọ́n ń gbá Wimbledon?,Clay,Grass,Hard court,Tambayar Tambaya: Wane fili ake buga wasan Wimbledon a kai?,Clay,Grass,Hard court,Ajụjụ ajụjụ: Kedu ebe a na-egwu egwuregwu Wimbledon?,Clay,Grass,Hard court
Quiz question: What is the decathlon?,5 events,10 events,15 events,B,medium,Ibeere ibeere: Kini decathlon?,5 events,10 events,15 events,Tambayar tambaya: Menene decathlon?,5 events,10 events,15 events,Ajụjụ ajụjụ: Gịnị bụ decathlon?,5 events,10 events,15 events
Quiz question: What is the NHL?,National Hockey League,Northern Hockey League,National Hockey League,A,medium,Ibeere ibeere: Kini NHL?,National Hockey League,Northern Hockey League,National Hockey League,Tambayar Tambaya: Menene NHL?,National Hockey League,Northern Hockey League,National Hockey League,Ajụjụ ajụjụ: Gịnị bụ NHL?,National Hockey League,Northern Hockey League,National Hockey League
Quiz question: How many rounds in a UFC title fight?,3,5,7,B,medium,Ìbéèrè ìbéèrè: Àwọn ìpele mélòó ló wà nínú ìjà ìdíje UFC?,3,5,7,Tambayar Tambaya: Zagaye nawa ne a fafatawar cin kofin UFC?,3,5,7,Ajụjụ ajụjụ: Agba ole dị na ọgụ asọmpi UFC?,3,5,7
General sports: What is a 'love' in tennis scoring?,15 points,Zero points,30 points,B,medium,Àwọn eré ìdárayá gbogbogbò: Kí ni “ìfẹ́” nínú fífẹ́ tenisi?,15 points,Zero points,30 points,Wasannin gabaɗaya: Menene 'soyayya' a cikin cin kwallaye a wasan tennis?,15 points,Zero points,30 points,Egwuregwu izugbe: Gịnị bụ 'ịhụnanya' n'ịgụ egwuregwu tenis?,15 points,Zero points,30 points
General sports: What was Muhammad Ali's birth name?,Cassius Clay,Michael Clay,Robert Clay,A,medium,Ere idaraya gbogbogbo: Kini orukọ ibi ti Muhammad Ali bi?,Cassius Clay,Michael Clay,Robert Clay,Wasannin yau da kullun: Menene sunan haihuwar Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Egwuregwu izugbe: Gịnị bụ aha ọmụmụ Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay
Sports trivia: Who is the NBA's all-time leading scorer?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,B,medium,Àwọn ọ̀rọ̀ eré ìdárayá: Ta ni olùborí tó gba àmì-ẹ̀yẹ jùlọ ní NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Takaitattun Labarai Game da Wasanni: Wanene gwarzon ɗan wasan NBA mafi yawan cin kwallaye?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Akụkọ gbasara egwuregwu: Ònye bụ onye kacha enye goolu na NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan
General sports: What is the butterfly stroke?,Swimming on back,Arms move together over water,Side swimming,B,medium,Àwọn eré ìdárayá gbogbogbòò: Kí ni ìlù labalábá?,Swimming on back,Arms move together over water,Side swimming,Wasannin gabaɗaya: Menene bugun malam buɗe ido?,Swimming on back,Arms move together over water,Side swimming,Egwuregwu izugbe: Gịnị bụ strok urukurubụba?,Swimming on back,Arms move together over water,Side swimming
Quiz question: What is the individual medley in swimming?,All 4 strokes,2 strokes,3 strokes,A,medium,Ibeere ibeere: Ki ni idapọmọra ẹni kọọkan ninu iwẹ?,All 4 strokes,2 strokes,3 strokes,Tambayar Tambaya: Menene haɗin kai tsakanin mutum da mutum a cikin yin iyo?,All 4 strokes,2 strokes,3 strokes,Ajụjụ ajụjụ: Gịnị bụ ngwakọta nke onye ọ bụla n'ime igwu mmiri?,All 4 strokes,2 strokes,3 strokes
General sports: Who has won the most Grand Slam titles in men's tennis?,Rafael Nadal,Novak Djokovic,Roger Federer,B,medium,Àwọn eré ìdárayá gbogbogbò: Ta ló ti gba àwọn àmì-ẹ̀yẹ Grand Slam jùlọ nínú tẹ́nìsì àwọn ọkùnrin?,Rafael Nadal,Novak Djokovic,Roger Federer,Wasannin gabaɗaya: Wa ya lashe mafi yawan kofunan Grand Slam a wasan tennis na maza?,Rafael Nadal,Novak Djokovic,Roger Federer,Egwuregwu izugbe: Ònye meriri ọtụtụ ihe nrite Grand Slam na tenis ụmụ nwoke?,Rafael Nadal,Novak Djokovic,Roger Federer
