questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Quiz question: What is a 'knockout' in boxing?,Winning by points,Opponent can't continue after count,Referee stops fight,B,medium,Ìbéèrè ìbéèrè: Kí ni “knockout” nínú ìjàngb??n?,Winning by points,Opponent can't continue after count,Referee stops fight,Tambayar tambayoyi: Menene '?wan?wasawa' a dambe?,Winning by points,Opponent can't continue after count,Referee stops fight,Aj?j? aj?j?: G?n? b? '?k? ?kp?' n'egwuregwu ?kp??,Winning by points,Opponent can't continue after count,Referee stops fight
Sports trivia: How many points does an F1 race winner receive?,20,25,30,B,medium,Àw?n ohun tí ó ? ??l?? sí eré ìdárayá: Àw?n àmì mélòó ni olùborí ìdíje F1 máa ? gbà?,20,25,30,Takaitattun Labarai Game da Wasanni: Maki nawa ne wanda ya yi nasara a tseren F1 zai samu?,20,25,30,Ak?k? egwuregwu: Isi ole ka onye meriri as?mpi F1 na-enweta?,20,25,30
Sports trivia: What is the NHL?,National Hockey League,Northern Hockey League,National Hockey League,A,medium,Àw?n ohun tí ó ? ??l?? sí eré ìdárayá: Kí ni NHL?,National Hockey League,Northern Hockey League,National Hockey League,Takaitaccen Bayani game da Wasanni: Menene NHL?,National Hockey League,Northern Hockey League,National Hockey League,Ak?k? gbasara egwuregwu: G?n? b? NHL?,National Hockey League,Northern Hockey League,National Hockey League
Sports trivia: Who is known as 'The King' in NBA?,Kobe Bryant,LeBron James,Stephen Curry,B,medium,Àw?n ??r?? eré ìdárayá: Ta ni a m?? sí '?ba' ní NBA?,Kobe Bryant,LeBron James,Stephen Curry,Takaitattun Labarai Game da Wasanni: Wanene aka fi sani da 'Sarki' a NBA?,Kobe Bryant,LeBron James,Stephen Curry,Ak?k? gbasara egwuregwu: Ònye ka a maara d?ka 'Eze' na NBA?,Kobe Bryant,LeBron James,Stephen Curry
Quiz question: What is a 'peloton' in cycling?,A type of bike,Main group of riders,A race stage,B,medium,Ìbéèrè ìbéèrè: Kí ni 'peloton' nínú gígun k??k???,A type of bike,Main group of riders,A race stage,Tambayar Tambayoyi: Menene 'peloton' a cikin keke?,A type of bike,Main group of riders,A race stage,Aj?j? aj?j?: G?n? b? 'peloton' n'?gba ígwè?,A type of bike,Main group of riders,A race stage
Quiz question: What is a 'bogey' in golf?,One under par,One over par,Two over par,B,medium,Ìbéèrè ìbéèrè: Kí ni 'bogey' nínú g????fù?,One under par,One over par,Two over par,Tambayar tambayoyi: Menene 'bogey' a wasan golf?,One under par,One over par,Two over par,Aj?j? aj?j?: G?n? b? 'bogey' na g?lf??,One under par,One over par,Two over par
General sports: What is the fastest swimming stroke?,Breaststroke,Freestyle/Front crawl,Backstroke,B,medium,Àw?n eré ìdárayá gbogbogbò: Kí ni ìlù omi tó yára jùl??,Breaststroke,Freestyle/Front crawl,Backstroke,Wasannin motsa jiki na yau da kullun: Menene bugun ninkaya mafi sauri?,Breaststroke,Freestyle/Front crawl,Backstroke,Egwuregwu izugbe: Kedu ihe b? ?s? igwu mmiri kachas? ?s??,Breaststroke,Freestyle/Front crawl,Backstroke
Quiz question: Which country does Usain Bolt represent?,USA,Jamaica,Trinidad,B,medium,Ibeere ibeere: Oril?-ede wo ni Usain Bolt n ?oju fun?,USA,Jamaica,Trinidad,Tambayar Tambaya: Wace ?asa ce Usain Bolt ke wakilta?,USA,Jamaica,Trinidad,Aj?j? aj?j?: Olee mba Usain Bolt n?chitere anya ya?,USA,Jamaica,Trinidad
Quiz question: What does UFC stand for?,Ultimate Fighting Championship,Universal Fighting Championship,United Fighting Competition,A,medium,Ibeere ibeere: Kini UFC duro fun?,Ultimate Fighting Championship,Universal Fighting Championship,United Fighting Competition,Tambayar Tambaya: Menene ma'anar UFC?,Ultimate Fighting Championship,Universal Fighting Championship,United Fighting Competition,Aj?j? aj?j?: G?n? ka UFC p?tara?,Ultimate Fighting Championship,Universal Fighting Championship,United Fighting Competition
General sports: How many players are on a rugby union team?,13,15,11,B,medium,Àw?n eré ìdárayá gbogbogbò: Àw?n ò?èré mélòó ló wà nínú ?gb?? ?gb?? rugby kan?,13,15,11,Wasannin gaba?aya: 'Yan wasa nawa ne ke cikin ?ungiyar ?ungiyar ?wallon ?afa?,13,15,11,Egwuregwu izugbe: Nd? egwuregwu ole n? n'òtù otu rugby?,13,15,11
Sports trivia: How many swimming strokes are there in competitive swimming?,3,4,5,B,medium,Àw?n ohun tí ó ? ??l?? sí eré ìdárayá: Àw?n ìlù omi mélòó ló wà nínú wíw?? tí ó ? díje?,3,4,5,Takaitattun Labarai Game da Wasanni: Yawan bugun ninkaya nawa ne ake samu a cikin ninkaya mai gasa?,3,4,5,Ihe gbasara egwuregwu: Olee otú e si egwu mmiri n'as?mpi igwu mmiri?,3,4,5
General sports: What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni LBW dúró fún?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Wasannin gaba?aya: Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Egwuregwu izugbe: G?n? ka LBW p?tara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
Quiz question: In what year were the first modern Olympics?,1896,1900,1888,A,easy,Ibeere ibeere: Ni odun wo ni a ?e aw?n Olimpiiki ode oni ak?k??,1896,1900,1888,Tambayar Tambayoyi: A wace shekara aka fara gasar Olympics ta zamani?,1896,1900,1888,Aj?j? aj?j?: N'af? ole ka emere as?mpi Olympic nke oge a?,1896,1900,1888
Sports trivia: Which team has won the most F1 Constructors Championships?,Ferrari,Mercedes,McLaren,A,medium,Àw?n ohun tó ? fa àríyá nípa eré ìdárayá: ?gb?? wo ló ti gba ìdíje F1 Constructors tó p?? jùl??,Ferrari,Mercedes,McLaren,Takaitattun Labarai Kan Wasanni: Wace ?ungiya ce ta lashe gasar F1 Constructors mafi yawa?,Ferrari,Mercedes,McLaren,Ak?k? gbasara egwuregwu: Ked? otu nd? meriri as?mpi F1 Constructors kacha?,Ferrari,Mercedes,McLaren
Quiz question: What is the 100m world record?,9.48 seconds,9.58 seconds,9.69 seconds,B,medium,Ibeere ibeere: Kini igbasil? agbaye ti mita 100?,9.48 seconds,9.58 seconds,9.69 seconds,Tambayar Tambaya: Menene tarihin duniya na tseren mita 100?,9.48 seconds,9.58 seconds,9.69 seconds,Aj?j? aj?j?: G?n? b? ndek? ?wa nke mita 100?,9.48 seconds,9.58 seconds,9.69 seconds
Sports trivia: Which female player has the most Grand Slam titles all-time?,Serena Williams,Margaret Court,Steffi Graf,B,medium,Àw?n ??r?? eré ìdárayá: Obìnrin wo ló ní àw?n àmì-??y? Grand Slam tó p?? jùl? ní gbogbo ìgbà?,Serena Williams,Margaret Court,Steffi Graf,Takaitattun Labarai Game da Wasanni: Wace 'yar wasa mace ce ta fi samun kyaututtukan Grand Slam a kowane lokaci?,Serena Williams,Margaret Court,Steffi Graf,Ak?k? gbasara egwuregwu: Ked? onye ?kp?kp? nwany? kacha nwee ihe nrite Grand Slam n'oge niile?,Serena Williams,Margaret Court,Steffi Graf
Sports trivia: What surface is Wimbledon played on?,Clay,Grass,Hard court,B,medium,Àw?n ohun tí w??n ? pè ní eré ìdárayá: Ibo ni w??n ti ? gbá eré Wimbledon?,Clay,Grass,Hard court,Takaitattun Labarai Game da Wasanni: Wane fanni ake buga wasan Wimbledon?,Clay,Grass,Hard court,Ak?k? egwuregwu: Olee ebe a na-egwu egwuregwu Wimbledon?,Clay,Grass,Hard court
Sports trivia: Who is the most successful F1 driver of all time?,Michael Schumacher,Lewis Hamilton,Ayrton Senna,B,medium,Àw?n ohun tí ó j?? òót?? nípa eré ìdárayá: Ta ni awak?? F1 tó ?e à?ey?rí jùl? ní gbogbo ìgbà?,Michael Schumacher,Lewis Hamilton,Ayrton Senna,Takaitattun Labarai Game da Wasanni: Wanene direban F1 mafi nasara a kowane lokaci?,Michael Schumacher,Lewis Hamilton,Ayrton Senna,Ak?k? gbasara egwuregwu: Ònye b? onye ?kw? ?gb?ala F1 kacha nwee ihe ?ga nke ?ma n'oge niile?,Michael Schumacher,Lewis Hamilton,Ayrton Senna
General sports: Which NBA team has won the most championships?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,B,medium,Àw?n eré ìdárayá gbogbogbò: ?gb?? NBA wo ló ti gba àw?n ìdíje tó p?? jùl??,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Wasannin gaba?aya: Wace ?ungiyar NBA ce ta lashe mafi yawan gasa?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Egwuregwu izugbe: Ked? otu NBA meriri ?t?t? as?mpi?,Los Angeles Lakers,Boston Celtics,Chicago Bulls
Quiz question: What is an 'eagle' in golf?,One under par,Two under par,Three under par,B,medium,Ìbéèrè ìbéèrè: Kí ni 'idì' ní g????fù?,One under par,Two under par,Three under par,Tambayar tambayoyi: Menene 'gaggafa' a wasan golf?,One under par,Two under par,Three under par,Aj?j? aj?j?: G?n? b? 'ugo' na g?lf??,One under par,Two under par,Three under par
General sports: How many holes are in a standard round of golf?,9,18,21,B,medium,Àw?n eré ìdárayá gbogbogbòò: Àw?n ihò mélòó ló wà nínú ìpele g????fù kan?,9,18,21,Wasannin gaba?aya: Ramuka nawa ne ke cikin zagayen golf na yau da kullun?,9,18,21,Egwuregwu izugbe: Onu ole d? na agba golf nk?t??,9,18,21
Quiz question: Which team has won the most Stanley Cups?,Toronto Maple Leafs,Montreal Canadiens,Boston Bruins,B,medium,Ìbéèrè ìbéèrè: ?gb?? wo ló ti gba àw?n ìdíje Stanley tó p?? jù?,Toronto Maple Leafs,Montreal Canadiens,Boston Bruins,Tambayar Tambaya: Wace ?ungiya ce ta lashe Kofin Stanley mafi yawa?,Toronto Maple Leafs,Montreal Canadiens,Boston Bruins,Aj?j? aj?j?: Ked? otu egwuregwu meriri iko Stanley kachas??,Toronto Maple Leafs,Montreal Canadiens,Boston Bruins
Quiz question: What is the 'Octagon' in UFC?,A move,The fighting ring,A weight class,B,medium,Ìbéèrè ìbéèrè: Kí ni 'Octagon' nínú UFC?,A move,The fighting ring,A weight class,Tambayar Tambaya: Menene 'Octagon' a cikin UFC?,A move,The fighting ring,A weight class,Aj?j? aj?j?: G?n? b? 'Octagon' na UFC?,A move,The fighting ring,A weight class
Quiz question: How many strikes for a strikeout?,2,3,4,B,medium,Ibeere ibeere: Aw?n ik?lu melo ni fun ik?lu kan?,2,3,4,Tambayar Tambaya: Yajin aiki nawa ne don yajin aiki?,2,3,4,Aj?j? aj?j?: ?k? ole maka ngaghar? iwe?,2,3,4
Quiz question: Who has won the most Masters titles?,Tiger Woods,Jack Nicklaus,Arnold Palmer,B,medium,Ibeere ibeere: Ta ni o ti gba aw?n ak?le Masters jul??,Tiger Woods,Jack Nicklaus,Arnold Palmer,Tambayar Tambaya: Wa ya lashe mafi yawan kambun Masters?,Tiger Woods,Jack Nicklaus,Arnold Palmer,Aj?j? aj?j?: Ònye meriri ?t?t? ihe nrite Masters?,Tiger Woods,Jack Nicklaus,Arnold Palmer
General sports: What is MLB?,Major League Basketball,Major League Baseball,Minor League Baseball,B,medium,Aw?n ere idaraya gbogbogbo: Kini MLB?,Major League Basketball,Major League Baseball,Minor League Baseball,Wasannin gaba?aya: Menene MLB?,Major League Basketball,Major League Baseball,Minor League Baseball,Egwuregwu izugbe: G?n? b? MLB?,Major League Basketball,Major League Baseball,Minor League Baseball
Sports trivia: Which country does Usain Bolt represent?,USA,Jamaica,Trinidad,B,medium,Àw?n ??r?? eré ìdárayá: Oríl??-èdè wo ni Usain Bolt dúró fún?,USA,Jamaica,Trinidad,Takaitattun Labarai Game da Wasanni: Wace ?asa ce Usain Bolt ke wakilta?,USA,Jamaica,Trinidad,Ak?k? gbasara egwuregwu: Olee mba Usain Bolt n?chiri anya ya?,USA,Jamaica,Trinidad
Sports trivia: Where did the ancient Olympics originate?,Rome,Greece,Egypt,B,easy,Àw?n ??r?? eré ìdárayá: Níbo ni àw?n òlímpíkì ìgbàanì ti b??r???,Rome,Greece,Egypt,Takaitattun Labarai Game da Wasanni: Daga ina aka fara gasar Olympics ta da?,Rome,Greece,Egypt,Ak?k? gbasara egwuregwu: Ebee ka egwuregwu Olympic oge ochie si malite?,Rome,Greece,Egypt
Sports trivia: What do the five Olympic rings represent?,Elements,Continents,Sports,B,easy,Àw?n ??r?? pàtàkì nípa eré ìdárayá: Kí ni àw?n òrùka Olympic márùn-ún dúró fún?,Elements,Continents,Sports,Takaitattun Labarai kan Wasanni: Menene zoben Olympics guda biyar ke wakilta?,Elements,Continents,Sports,Ak?k? gbasara egwuregwu: G?n? ka mgbaaka ise nke Olympic na-an?chi anya ya?,Elements,Continents,Sports
General sports: What is 'par' in golf?,The expected number of strokes,A type of club,A penalty,A,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni 'par' nínú g????fù?,The expected number of strokes,A type of club,A penalty,Wasannin gaba?aya: Menene 'par' a golf?,The expected number of strokes,A type of club,A penalty,Egwuregwu izugbe: G?n? b? 'par' na g?lf??,The expected number of strokes,A type of club,A penalty
General sports: Where did the ancient Olympics originate?,Rome,Greece,Egypt,B,easy,Àw?n eré ìdárayá gbogbogbòò: Níbo ni àw?n Olympic ìgbàanì ti b??r???,Rome,Greece,Egypt,Wasannin gama gari: Daga ina aka fara wasannin Olympics na da?,Rome,Greece,Egypt,Egwuregwu izugbe: Ebee ka Olimpik oge ochie si malite?,Rome,Greece,Egypt
Quiz question: Where is the Masters Tournament held?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",A,medium,Ibeere ibeere: Nibo ni idije Masters ti waye?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",Tambayar Tambaya: Ina ake gudanar da Gasar Masters?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",Aj?j? aj?j?: Ebee ka a na-eme as?mpi Masters?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California"
Sports trivia: What is a 'bogey' in golf?,One under par,One over par,Two over par,B,medium,Àw?n ohun tí kò ?e pàtàkì nípa eré ìdárayá: Kí ni “bogey” nínú g????fù?,One under par,One over par,Two over par,Takaitattun Labarai Game da Wasanni: Menene 'bogey' a wasan golf?,One under par,One over par,Two over par,Ihe gbasara egwuregwu: G?n? b? 'bogey' na golf?,One under par,One over par,Two over par
Quiz question: How many players are on a cricket team?,10,11,12,B,medium,Ibeere ibeere: Aw?n o?ere melo ni o wa ninu ?gb? cricket kan?,10,11,12,Tambayar Tambaya: 'Yan wasa nawa ne ke cikin ?ungiyar wasan kurket?,10,11,12,Aj?j? Aj?j?: Nd? egwuregwu ole n? n'òtù egwuregwu kriket?,10,11,12
Sports trivia: Which team has won the most World Series?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,B,medium,Àw?n eré ìdárayá tó wúni lórí: ?gb?? wo ló ti gba gbogbo eré àgbáyé?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Takaitattun Labarai Game da Wasanni: Wace ?ungiya ce ta fi cin Kofin Duniya?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Ak?k? gbasara egwuregwu: Ked? otu egwuregwu meriri as?mpi kachas? na as?mpi ?wa?,Boston Red Sox,New York Yankees,Los Angeles Dodgers
Quiz question: What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Ibeere ibeere: Kini LBW duro fun?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Tambayar tambayoyi: Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Aj?j? aj?j?: G?n? ka LBW p?tara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
Quiz question: How long is a boxing round?,2 minutes,3 minutes,5 minutes,B,medium,Ìbéèrè ìbéèrè: Báwo ni ìgbá b????lù ?e gùn tó?,2 minutes,3 minutes,5 minutes,Tambayar Tambaya: Tsawon wane lokaci ne zagayen dambe?,2 minutes,3 minutes,5 minutes,Aj?j? aj?j?: Ogologo oge ole ka agba ?kp? na-ad??,2 minutes,3 minutes,5 minutes
Sports trivia: How many balls are in a cricket over?,5,6,8,B,medium,Àw?n ohun tó ? ??l?? sí eré ìdárayá: Àw?n b????lù mélòó ló wà nínú eré cricket?,5,6,8,Takaitattun Labarai Game da Wasanni: Kwallaye nawa ne ake samu a wasan kurket?,5,6,8,Ak?k? egwuregwu: B??l? ole d? na kriket?,5,6,8
Sports trivia: Who holds the record for most points in a single NBA game?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,C,medium,Àw?n ??r?? eré ìdárayá: Ta ló gba àk???l?? tó p?? jùl? nínú eré NBA kan?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Takaitattun Labarai Game da Wasanni: Wanene ke da tarihin samun mafi yawan maki a wasan NBA guda ?aya?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Ak?k? gbasara egwuregwu: Ònye nwere ndek? maka ?t?t? akara n'otu egwuregwu NBA?,Kobe Bryant,Michael Jordan,Wilt Chamberlain
General sports: What is the highest individual score in Test cricket?,334,400,501,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni àmì ìdánwò ?nìk????kan tó ga jùl? nínú ìdánwò cricket?,334,400,501,Wasannin gaba?aya: Menene mafi girman maki na mutum ?aya a gwajin kurket?,334,400,501,Egwuregwu izugbe: Kedu akara kacha elu nke onye ? b?la na ule cricket?,334,400,501
Quiz question: Which team won the 2023 NBA Championship?,Miami Heat,Denver Nuggets,Boston Celtics,B,medium,Ibeere ibeere: Egbe wo lo gba idije NBA ti odun 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Tambayar Tambaya: Wace ?ungiya ce ta lashe Gasar NBA ta 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Aj?j? aj?j?: Ked? otu nd? meriri as?mpi NBA nke af? 2023?,Miami Heat,Denver Nuggets,Boston Celtics
General sports: How many swimming strokes are there in competitive swimming?,3,4,5,B,medium,Àw?n eré ìdárayá gbogbogbò: Àw?n ìlù wíw?? mélòó ló wà nínú wíw?? ìdíje?,3,4,5,Wasannin gaba?aya: Yawan bugun ninkaya nawa ne ake samu a cikin ninkaya mai gasa?,3,4,5,Egwuregwu izugbe: Olee otú e si egwu mmiri n'as?mpi igwu mmiri?,3,4,5
Sports trivia: What is the 100m world record?,9.48 seconds,9.58 seconds,9.69 seconds,B,medium,Àw?n ohun tó ? ??l?? sí eré ìdárayá: Kí ni àk?síl?? àgbáyé fún ìdíje 100m?,9.48 seconds,9.58 seconds,9.69 seconds,Takaitattun Labarai Game da Wasanni: Menene tarihin duniya na tseren mita 100?,9.48 seconds,9.58 seconds,9.69 seconds,Ak?k? gbasara egwuregwu: G?n? b? ndek? ?wa nke mita 100?,9.48 seconds,9.58 seconds,9.69 seconds
General sports: What is a 'hat trick' in hockey?,2 goals,3 goals,4 goals,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni 'ìtàn fìlà' nínú hókì?,2 goals,3 goals,4 goals,Wasannin gaba?aya: Menene 'hat trick' a wasan hockey?,2 goals,3 goals,4 goals,Egwuregwu izugbe: G?n? b? 'ugboro okpu' na hockey?,2 goals,3 goals,4 goals
Quiz question: Which player has won the most NBA MVP awards?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,B,medium,Ibeere ibeere: Ewo lo ti gba ami eye NBA MVP to po ju?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Tambayar Tambaya: Wane ?an wasa ne ya lashe mafi yawan kyaututtukan NBA MVP?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Aj?j? aj?j?: Ked? onye egwuregwu meriri ihe nrite NBA MVP kachas??,Michael Jordan,Kareem Abdul-Jabbar,LeBron James
General sports: What is the 'haka'?,A rugby move,New Zealand war dance,A type of kick,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni 'haka'?,A rugby move,New Zealand war dance,A type of kick,Wasannin gaba?aya: Menene 'haka'?,A rugby move,New Zealand war dance,A type of kick,Egwuregwu izugbe: G?n? b? 'haka'?,A rugby move,New Zealand war dance,A type of kick
Sports trivia: How many players are on a cricket team?,10,11,12,B,medium,Àw?n ohun tó ? fa àríyànjiyàn nípa eré ìdárayá: Àw?n ò?èré mélòó ló wà nínú ?gb?? cricket?,10,11,12,Takaitattun Labarai Game da Wasanni: 'Yan wasa nawa ne ke cikin ?ungiyar wasan kurket?,10,11,12,Ak?k? gbasara egwuregwu: Nd? egwuregwu ole n? n'òtù egwuregwu kriket?,10,11,12
Quiz question: Which country won the 2023 Cricket World Cup?,India,Australia,England,B,medium,Ibeere ibeere: Orile-ede wo lo gba ife eye agbaye Cricket ti odun 2023?,India,Australia,England,Tambayar Tambaya: Wace ?asa ce ta lashe gasar cin kofin duniya ta Cricket ta 2023?,India,Australia,England,Aj?j? aj?j?: Olee mba meriri iko mba ?wa nke 2023 Cricket?,India,Australia,England
General sports: What is the individual medley in swimming?,All 4 strokes,2 strokes,3 strokes,A,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni ìdàp?? ?nìk????kan nínú wíw???,All 4 strokes,2 strokes,3 strokes,Wasannin gaba?aya: Menene ha?in kai tsakanin mutum ?aya a cikin ninkaya?,All 4 strokes,2 strokes,3 strokes,Egwuregwu izugbe: G?n? b? ngwak?ta nke onye ? b?la n'ime igwu mmiri?,All 4 strokes,2 strokes,3 strokes
Quiz question: Who has won the most Grand Slam titles in men's tennis?,Rafael Nadal,Novak Djokovic,Roger Federer,B,medium,Ibeere ibeere: Ta ni o ti gba aw?n ak?le Grand Slam jul? jul? ninu t?nisi aw?n ?kunrin?,Rafael Nadal,Novak Djokovic,Roger Federer,Tambayar tambayoyi: Wa ya lashe mafi yawan kambun Grand Slam a wasan tennis na maza?,Rafael Nadal,Novak Djokovic,Roger Federer,Aj?j? aj?j?: Ònye meriri ihe nrite Grand Slam kachas? na tenis ?m? nwoke?,Rafael Nadal,Novak Djokovic,Roger Federer
General sports: How many points does an F1 race winner receive?,20,25,30,B,medium,Àw?n eré ìdárayá gbogbogbò: Àw?n àmì mélòó ni olùborí ìdíje F1 máa ? gbà?,20,25,30,Wasannin gaba?aya: Maki nawa ne wanda ya lashe tseren F1 zai samu?,20,25,30,Egwuregwu izugbe: Isi ole ka onye meriri as?mpi F1 na-enweta?,20,25,30
Sports trivia: What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Àw?n ??r?? eré ìdárayá: Kí ni LBW dúró fún?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Takaitattun Labarai Game da Wasanni: Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Ak?k? gbasara egwuregwu: G?n? ka LBW p?tara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
Sports trivia: What is a 'try' worth in rugby union?,3 points,5 points,7 points,B,medium,Àw?n ohun tí ó j?? òót?? nípa eré ìdárayá: Kí ni ó y? kí a gbìyànjú láti ?e nínú ?gb?? rugby?,3 points,5 points,7 points,Takaitattun Labarai Kan Wasanni: Menene darajar 'gwada' a cikin ?ungiyar rugby?,3 points,5 points,7 points,Ak?k? egwuregwu: G?n? ka '?nwale' bara na otu egwuregwu rugby?,3 points,5 points,7 points
General sports: What does NBA stand for?,National Basketball Association,North American Basketball Association,National Ball Association,A,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni NBA dúró fún?,National Basketball Association,North American Basketball Association,National Ball Association,Wasannin gaba?aya: Menene ma'anar NBA?,National Basketball Association,North American Basketball Association,National Ball Association,Egwuregwu izugbe: G?n? ka NBA p?tara?,National Basketball Association,North American Basketball Association,National Ball Association
Sports trivia: Who is 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,medium,Àw?n ??r?? eré ìdárayá: Ta ni 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Takaitattun Labarai Game da Wasanni: Wanene 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Ak?k? gbasara egwuregwu: Ònye b? 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
Sports trivia: What was Muhammad Ali's birth name?,Cassius Clay,Michael Clay,Robert Clay,A,medium,Àw?n ??r?? eré ìdárayá: Kí ni orúk? ìbí Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Takaitattun Labarai Kan Wasanni: Menene sunan haihuwar Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Ak?k? gbasara egwuregwu: G?n? b? aha ?m?m? Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay
Quiz question: What is a 'birdie' in golf?,One over par,One under par,Two under par,B,medium,Ìbéèrè ìbéèrè: Kí ni 'birdie' nínú g????fù?,One over par,One under par,Two under par,Tambayar Tambayoyi: Menene 'birdie' a golf?,One over par,One under par,Two under par,Aj?j? aj?j?: G?n? b? 'birdie' na g?lf??,One over par,One under par,Two under par
Quiz question: Who is Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,B,medium,Ìbéèrè ìbéèrè: Ta ni Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,Tambayar tambayoyi: Wanene Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter,Aj?j? aj?j?: Ònye b? Floyd Mayweather Jr?,Heavyweight champion,Undefeated welterweight champion,MMA fighter
Sports trivia: Which NBA team has won the most championships?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,B,medium,Àw?n ohun tó ? ??l?? sí eré ìdárayá: ?gb?? NBA wo ló ti gba àw?n ìdíje tó p?? jù?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Takaitattun Labarai Game da Wasanni: Wace ?ungiyar NBA ce ta fi lashe gasar zakarun Turai?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Ak?k? gbasara egwuregwu: Ked? otu NBA meriri ?t?t? as?mpi?,Los Angeles Lakers,Boston Celtics,Chicago Bulls
General sports: Who is the most decorated Olympian of all time?,Usain Bolt,Michael Phelps,Carl Lewis,B,medium,Àw?n eré ìdárayá gbogbogbò: Ta ni adánil??k?? jùl? ní gbogbo ìgbà?,Usain Bolt,Michael Phelps,Carl Lewis,Wasannin gaba?aya: Wanene ?an wasan Olympics mafi kyau a kowane lokaci?,Usain Bolt,Michael Phelps,Carl Lewis,Egwuregwu izugbe: Ònye b? onye kacha mma n'egwuregwu Olympic n'oge niile?,Usain Bolt,Michael Phelps,Carl Lewis
General sports: What is the decathlon?,5 events,10 events,15 events,B,medium,Ere idaraya gbogbogbo: Kini decathlon?,5 events,10 events,15 events,Wasannin gaba?aya: Menene decathlon?,5 events,10 events,15 events,Egwuregwu izugbe: G?n? b? decathlon?,5 events,10 events,15 events
General sports: What is the Ashes series between?,England vs India,England vs Australia,Australia vs India,B,medium,Aw?n ere idaraya gbogbogbo: Kini jara Ashes laarin?,England vs India,England vs Australia,Australia vs India,Wasannin gaba?aya: Menene tsakanin jerin Ashes?,England vs India,England vs Australia,Australia vs India,Egwuregwu izugbe: Kedu ihe d? n'etiti usoro Ashes?,England vs India,England vs Australia,Australia vs India
